ide,ident,libelle,obs1,obs2,ident,perimetre,adr1,adr2,codepostal,ville,tel,nom1,prenom1,tel1,poste1,nbclasses,nbplaces,nbinscrits,libelle1,libelle2,pair,pairdebut,pairfin,impair,impairdebut,impairfin,ident,libelle1,motdirec,pairdebutbis,pairfinbis,impairdebutbis,impairfinbis,etablissement,rue
435,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,9622U,ALLEE DE LA VENELLE,VENELLE,,,,,11,213
436,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,P,2,26,P,1,23,9625X,RUE DE VERDUN,VERDUN,,,,,11,214
437,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,7245K,RUE DU PORT AUX VINS,VINS,,,,,11,173
438,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0003N,PROMENADE DE L ABBAYE,ZABBAYE,,,,,11,2
439,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3155P,RUE EMILE ZOLA,ZOLA,,,,,11,65
440,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4501C,ALLEE DU 8 MAI 1945,1945,,,,,11,129
441,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4500B,PLACE DU 8 MAI 1945,1945,,,,,11,128
442,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,7289H,PLACE DU PUITS D AMOUR,AMOUR,,,,,1,233
443,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4218V,ALLEE HAUTE VILLAGE ANGLAIS,ANGLAIS,,,,,1,97
444,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,617 F,ALLEE BASSE VILLAGE ANGLAIS,ANGLAIS,,,,,1,10
445,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0605T,RUE DU BAC,BAC,,,,,1,8
446,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,8143L,ALLEE DES RIVES DE BAGATELLE,BAGATELLE,,,,,1,185
447,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0620J,RUE BAUDIN,BAUDIN,,,,,1,12
448,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0665H,RUE BERTHELOT,BERTHELOT,,,,,1,240
449,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,686 F,RUE DES BOURETS,BOURETS,,,,,1,247
450,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0685E,IMPASSE DES BOURETS,BOURETS,,,,,1,23
451,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,S,2,42,P,1,5,1425J,RUE CARNOT,CARNOT,,,,,1,26
452,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1440A,RUE DE LA CERISAIE,CERISAIE,,,,,1,28
453,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1548T,ESPLANADE JACQUES CHIRAC,CHIRAC,,,,,1,424
454,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1535D,AVENUE DES CONFERENCES,CONFERENCES,,,,,1,47
455,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1548T,ESPLANADE DES COURTIEUX,COURTIEUX,,,,,1,66
456,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1590N,IMPASSE DU CYGNE,CYGNE,,,,,1,53
457,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,2515U,COUR DES DAMES,DAMES,,,,,1,55
458,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0055V,RUE ALEXANDRE DARRACQ,DARRACQ,,,,,1,4
459,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,2545B,RUE DIDEROT,DIDEROT,,,,,1,252
460,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3185X,RUE ETIENNE DOLET,DOLET,,,,,1,259
461,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,8525B,ALLEE DES SEAUX D EAU,EAU,,,,,1,194
462,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3104J,ALLEE DE L ECLUSE,ECLUSE,,,,,1,60
463,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1510B,RUE DU CLOS DES ERMITES,ERMITES,,,,,1,39
464,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4 780 F,RUE JULES FERRY,FERRY,,,,,1,113
465,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4781G,ALLEE JULES FERRY,FERRY,,,,,1,114
466,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3530X,RUE FIZEAU,FIZEAU,,,,,1,72
467,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,S,,,T,,,4185J,RUE GUSTAVE FLOURENS,FLOURENS,,,,,1,95
468,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3560E,IMPASSE DU FOUR,FOUR,,,,,1,76
469,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3122D,PLACE EDGARD FOURNIER,FOURNIER,,,,,1,61
470,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3121C,ALLEE EDGARD FOURNIER,FOURNIER,,,,,1,62
471,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0645L,AV DE LA BELLE GABRIELLE,GABRIELLE,,,,,1,16
472,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,P,2,24,P,1,25,4121P,QUAI GALLIENI,GALLIENI,,,,,1,82
473,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4150W,RUE DE LA GAUCHERE,GAUCHERE,,,,,1,87
474,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4152Y,AVENUE CHARLES DE GAULLE,GAULLE,,,,,1,35
475,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4479D,PLACE DE LA HUCHETTE,HUCHETTE,,,,,1,105
476,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4430A,PLACE HENRI IV,IV,,,,,1,98
477,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,8521X,ALLEE SCHEURER KESTNER,KESTNER,,,,,1,192
478,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,P,2,10,P,1,9,4135E,RUE GARDENAT LAPOSTOL,LAPOSTOL,,,,,1,261
479,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4153Z,PLACE DU GENERAL LECLERC,LECLERC,,,,,1,88
480,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,SU11E,COURS MADELEINE,MADELEINE,,,,,1,225
481,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,6111C,ALLEE DES MARAICHERS,MARAICHERS,,,,,1,130
482,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,6130Y,RUE MELIN,MELIN,,,,,1,136
483,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,6190N,PLACE DU MOUTIER,MOUTIER,,,,,1,149
484,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,6112D,PLACE MARGUERITE NASEAU,NASEAU,,,,,1,132
485,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,S,2,4,S,1,3,4463L,RUE D ESTIENNE D ORVES,ORVES,,Q,,,1,263
486,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1460X,RUE CHARLES PEGUY,PEGUY,,,,,1,29
487,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4100S,AVENUE GABRIEL PERI,PERI,,,,,1,80
488,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,7190A,RUE PERRONET,PERRONET,,,,,1,268
489,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,SU19E,ALLEE DE L ANCIEN PONT,PONT,,,,,1,172
490,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,7265G,PLACE DE LA PREVOTE,PREVOTE,,,,,1,176
491,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,2,30,T,1,17,2540W,RUE DESBASSAYNS DE RICHEMONT,RICHEMONT,,,,,1,251
492,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,P,2,8,P,1,15,5 125 F,RUE LEDRU ROLLIN,ROLLIN,,,,,1,118
493,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,P,2,40,P,1,17,3575W,AVENUE FRANKLIN ROOSEVELT,ROOSEVELT,,,,,1,78
494,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,8500Z,PROMENADE SAINT LEUFROY,SAINT-LEUFROY,,,,,1,188
495,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,1515G,IMPASSE CLOS DES SEIGNEURS,SEIGNEURS,,,,,1,40
496,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,P,2,50,S,,,4440L,BOULEVARD HENRI SELLIER,SELLIER,,,,,1,99
497,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,8583P,ALLEE DES SOURCES,SOURCES,,,,,1,198
498,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,6135D,RUE MERLIN DE THIONVILLE,THIONVILLE,,,,,1,138
499,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,6165L,RUE DU MONT VALERIEN,VALERIEN,,,,,1,256
500,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,9622U,ALLEE DE LA VENELLE,VENELLE,,,,,1,213
501,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,P,2,26,P,1,23,9625X,RUE DE VERDUN,VERDUN,,,,,1,214
502,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,7245K,RUE DU PORT AUX VINS,VINS,,,,,1,173
503,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,0003N,PROMENADE DE L ABBAYE,ZABBAYE,,,,,1,2
504,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,3155P,RUE EMILE ZOLA,ZOLA,,,,,1,65
505,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4501C,ALLEE DU 8 MAI 1945,1945,,,,,1,129
506,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,M/CITE ENF,5,3 RUE ALEXANDRE DARRACQ,,92150,SURESNES,01 41 18 16 97,BEAU,Caroline,01 41 18 16 97,,7,210,167,Maternelle Simone Veil,,T,,,T,,,4500B,PLACE DU 8 MAI 1945,1945,,,,,1,128
507,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU24E,ALLEE DES ACACIAS,ACACIAS,,,,,8,208
508,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,0010W,RUE DES ACQUEVILLES,ACQUEVILLES,,,,,8,246
509,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,4162J,ALLEE GEORGES BIZET,BIZET,,,,,8,90
510,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,2575J,RUE DU DOCTEUR MARC BOMBIGER,BOMBIGER,,,,,8,59
511,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,0050P,RUE ALBERT CARON,CARON,,,,,8,3
512,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,SU05E,ALLEE DES CITRONNIERS,CITRONNIERS,,,,,8,37
513,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,8127U,RUE RAYMOND COSSON,COSSON,,,,,8,183
514,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,1595U,ALLEE DES CYTISES,CYTISES,,,,,8,54
515,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,T,,,T,,,3540H,RUE DES FLEURS,FLEURS,,,,,8,73
516,E.VAIL/VJ,Périmètre Vaillant et Vaillant-Jaurès,,,E/V.JAURES,3,6-8 AVENUE EDOUARD VAILLANT,,92150,SURESNES,01 42 04 20 72,LEBESLÉ,Émile,01 42 04 20 72,,14,378,348,Elémentaire Vaillant Jaurès,,P,2,80,S,,,3555Z,AVENUE DE LA FOUILLEUSE,FOUILLEUSE,,,,,8,75
